T1_FARM_CARROT_SEED,Nasiona Marchwi
T6_MEAL_SANDWICH_FISH@2,Kanapka z Salamandry Bystrej
T6_MEAL_SANDWICH_FISH@3,Kanapka z Salamandry Bystrej
T8_MEAL_SANDWICH_FISH,Kanapka z Salamandry Burzowej
T8_MEAL_SANDWICH_FISH@1,Kanapka z Salamandry Burzowej
T8_MEAL_SANDWICH_FISH@2,Kanapka z Salamandry Burzowej
T8_MEAL_SANDWICH_FISH@3,Kanapka z Salamandry Burzowej
T4_MEAL_SANDWICH_AVALON,Awalońska Kanapka z Wołowiną
T4_MEAL_SANDWICH_AVALON@1,Awalońska Kanapka z Wołowiną
T4_MEAL_SANDWICH_AVALON@2,Awalońska Kanapka z Wołowiną
T4_MEAL_SANDWICH_AVALON@3,Awalońska Kanapka z Wołowiną
T6_MEAL_SANDWICH_AVALON,Awalońska Kanapka z Wołowiną
T6_MEAL_SANDWICH_AVALON@1,Awalońska Kanapka z Wołowiną
T6_MEAL_SANDWICH_AVALON@2,Awalońska Kanapka z Wołowiną
T6_MEAL_SANDWICH_AVALON@3,Awalońska Kanapka z Wołowiną
T8_MEAL_SANDWICH_AVALON,Awalońska Kanapka z Wołowiną
T8_MEAL_SANDWICH_AVALON@1,Awalońska Kanapka z Wołowiną
T8_MEAL_SANDWICH_AVALON@2,Awalońska Kanapka z Wołowiną
T8_MEAL_SANDWICH_AVALON@3,Awalońska Kanapka z Wołowiną
T3_MEAL_ROAST,Pieczony Kurczak
T3_MEAL_ROAST@1,Pieczony Kurczak
T3_MEAL_ROAST@2,Pieczony Kurczak
T3_MEAL_ROAST@3,Pieczony Kurczak
T5_MEAL_ROAST,Pieczona Gęś
T5_MEAL_ROAST@1,Pieczona Gęś
T5_MEAL_ROAST@2,Pieczona Gęś
T5_MEAL_ROAST@3,Pieczona Gęś
T7_MEAL_ROAST,Pieczona Wieprzowina
T7_MEAL_ROAST@1,Pieczona Wieprzowina
T7_MEAL_ROAST@2,Pieczona Wieprzowina
T7_MEAL_ROAST@3,Pieczona Wieprzowina
T3_MEAL_ROAST_FISH,Pieczony Lucjan Białomglisty
T3_MEAL_ROAST_FISH@1,Pieczony Lucjan Białomglisty
T3_MEAL_ROAST_FISH@2,Pieczony Lucjan Białomglisty
T3_MEAL_ROAST_FISH@3,Pieczony Lucjan Białomglisty
T5_MEAL_ROAST_FISH,Pieczony Lucjan Jasnomglisty
T5_MEAL_ROAST_FISH@1,Pieczony Lucjan Jasnomglisty
T5_MEAL_ROAST_FISH@2,Pieczony Lucjan Jasnomglisty
T5_MEAL_ROAST_FISH@3,Pieczony Lucjan Jasnomglisty
T7_MEAL_ROAST_FISH,Pieczony Lucjan Czystomglisty
T7_MEAL_ROAST_FISH@1,Pieczony Lucjan Czystomglisty
T7_MEAL_ROAST_FISH@2,Pieczony Lucjan Czystomglisty
T7_MEAL_ROAST_FISH@3,Pieczony Lucjan Czystomglisty
T3_MEAT,Surowy kurczak
T4_MEAT,Surowe mięso z kozy
T5_MEAT,Surowe mięso z gęsi
T6_MEAT,Surowa baranina
T7_MEAT,Surowa Wieprzowina
T8_MEAT,Surowa wołowina
T4_BUTTER,Kozie Masło
T6_BUTTER,Owcze Masło
T8_BUTTER,Krowie Masło
T6_ALCOHOL,Sznaps ziemniaczany
T7_ALCOHOL,Bimber z Kukurydzy
T8_ALCOHOL,Księżycówka z Dyni
T4_BREAD,Chleb
T3_FLOUR,Mąka
T1_WOOD,Nieociosane Bale
T2_WOOD,Bale Brzozy
T3_WOOD,Bale Kasztanowca
T4_WOOD,Bale Sosny
T5_WOOD,Bale Cedru
T6_WOOD,Bale Dębowe
T7_WOOD,Bale Jesionu
T8_WOOD,Bale Topoli
T4_WOOD_LEVEL1@1,Niepospolite Bale Sosny
T5_WOOD_LEVEL1@1,Niepospolite Bale Cedru
T6_WOOD_LEVEL1@1,Niepospolite Bale Dębu
T7_WOOD_LEVEL1@1,Niepospolite Bale Jesionu
T8_WOOD_LEVEL1@1,Niepospolite Bale Topoli
T4_WOOD_LEVEL2@2,Rzadkie Bale Sosny
T5_WOOD_LEVEL2@2,Rzadkie Bale Cedru
T6_WOOD_LEVEL2@2,Rzadkie Bale Dębu
T7_WOOD_LEVEL2@2,Rzadkie Bale Jesionu
T8_WOOD_LEVEL2@2,Rzadkie Bale Topoli
T4_WOOD_LEVEL3@3,Wyjątkowe Bale Sosny
T5_WOOD_LEVEL3@3,Wyjątkowe Bale Cedru
T6_WOOD_LEVEL3@3,Wyjątkowe Bale Dębu
T7_WOOD_LEVEL3@3,Wyjątkowe Bale Jesionu
T8_WOOD_LEVEL3@3,Wyjątkowe Bale Topoli
T1_ROCK,Nieociosany Kamień
T2_ROCK,Wapień
T3_ROCK,Piaskowiec
T4_ROCK,Trawertyn
T5_ROCK,Granit
T6_ROCK,Łupek
T7_ROCK,Bazalt
T8_ROCK,Marmur
T4_ROCK_LEVEL1@1,Niepospolity Trawertyn
T5_ROCK_LEVEL1@1,Niepospolity Granit
T6_ROCK_LEVEL1@1,Niepospolity Łupek
T7_ROCK_LEVEL1@1,Niepospolity Bazalt
T8_ROCK_LEVEL1@1,Niepospolity Marmur
T4_ROCK_LEVEL2@2,Rzadki Trawertyn
T5_ROCK_LEVEL2@2,Rzadki Granit
T6_ROCK_LEVEL2@2,Rzadki Łupek
T7_ROCK_LEVEL2@2,Rzadki Bazalt
T8_ROCK_LEVEL2@2,Rzadki Marmur
T4_ROCK_LEVEL3@3,Wyjątkowy Trawertyn
T5_ROCK_LEVEL3@3,Wyjątkowy Granit
T6_ROCK_LEVEL3@3,Wyjątkowy Łupek
T7_ROCK_LEVEL3@3,Wyjątkowy Bazalt
T8_ROCK_LEVEL3@3,Wyjątkowy Marmur
T2_ORE,Ruda Miedzi
T3_ORE,Ruda Cyny
T4_ORE,Ruda Żelaza
T5_ORE,Ruda Tytanu
T6_ORE,Ruda Runiczna
T7_ORE,Ruda Meteorytowa
T8_ORE,Ruda Adamantytu
T4_ORE_LEVEL1@1,Niepospolita Ruda Żelaza
T5_ORE_LEVEL1@1,Niepospolita Ruda Tytanu
T6_ORE_LEVEL1@1,Niepospolita Ruda Runiczna
T7_ORE_LEVEL1@1,Niepospolita Ruda Meteorytowa
T8_ORE_LEVEL1@1,Niepospolita Ruda Adamantytu
T4_ORE_LEVEL2@2,Rzadka Ruda Żelaza
T5_ORE_LEVEL2@2,Rzadka Ruda Tytanu
T6_ORE_LEVEL2@2,Rzadka Ruda Runiczna
T7_ORE_LEVEL2@2,Rzadka Ruda Meteorytowa
T8_ORE_LEVEL2@2,Rzadka Ruda Adamantytu
T4_ORE_LEVEL3@3,Wyjątkowa Ruda Żelaza
T5_ORE_LEVEL3@3,Wyjątkowa Ruda Tytanu
T6_ORE_LEVEL3@3,Wyjątkowa Ruda Runiczna
T7_ORE_LEVEL3@3,Wyjątkowa Ruda Meteorytowa
T8_ORE_LEVEL3@3,Wyjątkowa Ruda Adamantytu
T1_HIDE,Skrawki Skór
T2_HIDE,Szorstka Skóra
T3_HIDE,Cienka Skóra
T4_HIDE,Średnia Skóra
T5_HIDE,Ciężka Skóra
T6_HIDE,Odporna Skóra
T7_HIDE,Gruba Skóra
T8_HIDE,Wytrzymała Skóra
T4_HIDE_LEVEL1@1,Niepospolita Średnia Skóra
T5_HIDE_LEVEL1@1,Niepospolita Ciężka Skóra
T6_HIDE_LEVEL1@1,Niepospolita Odporna Skóra
T7_HIDE_LEVEL1@1,Niepospolita Gruba Skóra
T8_HIDE_LEVEL1@1,Niepospolita Wytrzymała Skóra
T4_HIDE_LEVEL2@2,Rzadka Średnia Skóra
T5_HIDE_LEVEL2@2,Rzadka Ciężka Skóra
T6_HIDE_LEVEL2@2,Rzadka Odporna Skóra
T7_HIDE_LEVEL2@2,Rzadka Gruba Skóra
T8_HIDE_LEVEL2@2,Rzadka Wytrzymała Skóra
T4_HIDE_LEVEL3@3,Wyjątkowa Średnia Skóra
T5_HIDE_LEVEL3@3,Wyjątkowa Ciężka Skóra
T6_HIDE_LEVEL3@3,Wyjątkowa Odporna Skóra
T7_HIDE_LEVEL3@3,Wyjątkowa Gruba Skóra
T8_HIDE_LEVEL3@3,Wyjątkowa Wytrzymała Skóra
T2_FIBER,Bawełna
T3_FIBER,Len
T4_FIBER,Konopie
T5_FIBER,Witułka
T6_FIBER,Złotolistna Bawełna
T7_FIBER,Słoneczny Len
T8_FIBER,Mroczne Konopie
T4_FIBER_LEVEL1@1,Niepospolite Konopie
T5_FIBER_LEVEL1@1,Niepospolita Witułka
T6_FIBER_LEVEL1@1,Niepospolita Złotolistna Bawełna
T7_FIBER_LEVEL1@1,Niepospolity Słoneczny Len
T8_FIBER_LEVEL1@1,Niepospolite Mroczne Konopie
T4_FIBER_LEVEL2@2,Rzadkie Konopie
T5_FIBER_LEVEL2@2,Rzadka Witułka
T6_FIBER_LEVEL2@2,Rzadka Złotolistna Bawełna
T7_FIBER_LEVEL2@2,Rzadki Słoneczny Len
T8_FIBER_LEVEL2@2,Rzadkie Mroczne Konopie
T4_FIBER_LEVEL3@3,Wyjątkowe Konopie
T5_FIBER_LEVEL3@3,Wyjątkowa Witułka
T6_FIBER_LEVEL3@3,Wyjątkowa Złotolistna Bawełna
T7_FIBER_LEVEL3@3,Wyjątkowy Słoneczny Len
T8_FIBER_LEVEL3@3,Wyjątkowe Mroczne Konopie
T2_PLANKS,Deski Brzozowe
T3_PLANKS,Deski Kasztanowe
T4_PLANKS,Deski Sosnowe
T5_PLANKS,Deski Cedrowe
T6_PLANKS,Deski Dębowe
T7_PLANKS,Deski Jesionowe
T8_PLANKS,Deski Topolowe
T4_PLANKS_LEVEL1@1,Niepospolite Deski Sosnowe
T5_PLANKS_LEVEL1@1,Niepospolite Deski Cedrowe
T6_PLANKS_LEVEL1@1,Niepospolite Deski Dębowe
T7_PLANKS_LEVEL1@1,Niepospolite Deski Jesionowe
T8_PLANKS_LEVEL1@1,Niepospolite Deski Topolowe
T4_PLANKS_LEVEL2@2,Rzadkie Deski Sosnowe
T5_PLANKS_LEVEL2@2,Rzadkie Deski Cedrowe
T6_PLANKS_LEVEL2@2,Rzadkie Deski Dębowe
T7_PLANKS_LEVEL2@2,Rzadkie Deski Jesionowe
T8_PLANKS_LEVEL2@2,Rzadkie Deski Topolowe
T4_PLANKS_LEVEL3@3,Wyjątkowe Deski Sosnowe
T5_PLANKS_LEVEL3@3,Wyjątkowe Deski Cedrowe
T6_PLANKS_LEVEL3@3,Wyjątkowe Deski Dębowe
T7_PLANKS_LEVEL3@3,Wyjątkowe Deski Jesionowe
T8_PLANKS_LEVEL3@3,Wyjątkowe Deski Topolowe
T2_STONEBLOCK,Blok wapienia
T3_STONEBLOCK,Blok Piaskowca
T4_STONEBLOCK,Blok Trawertynu
T5_STONEBLOCK,Blok Granitu
T6_STONEBLOCK,Blok Łupkowy
T7_STONEBLOCK,Blok Bazaltu
T8_STONEBLOCK,Blok Marmuru
T2_METALBAR,Sztabka Miedzi
T3_METALBAR,Sztabka Brązu
T4_METALBAR,Sztabka Stali
T5_METALBAR,Sztabka Stali Tytanowej
T6_METALBAR,Sztabka Runicznej Stali
T7_METALBAR,Sztabka Meteorytowej Stali
T8_METALBAR,Sztabka Adamantytowej Stali
T4_METALBAR_LEVEL1@1,Niepospolita Sztabka Stali
T5_METALBAR_LEVEL1@1,Niepospolita Sztabka Stali Tytanowej
T6_METALBAR_LEVEL1@1,Niepospolita Sztabka Runicznej Stali
T7_METALBAR_LEVEL1@1,Niepospolita Sztabka Meteorytowej Stali
T8_METALBAR_LEVEL1@1,Niepospolita Sztabka Adamantytowej Stali
T4_METALBAR_LEVEL2@2,Rzadka Sztabka Stali
T5_METALBAR_LEVEL2@2,Rzadka Sztabka Stali Tytanowej
T6_METALBAR_LEVEL2@2,Rzadka Sztabka Runicznej Stali
T7_METALBAR_LEVEL2@2,Rzadka Sztabka Meteorytowej Stali
T8_METALBAR_LEVEL2@2,Rzadka Sztabka Adamantytowej Stali
T4_METALBAR_LEVEL3@3,Wyjątkowa Sztabka Stali
T5_METALBAR_LEVEL3@3,Wyjątkowa Sztabka Stali Tytanowej
T6_METALBAR_LEVEL3@3,Wyjątkowa Sztabka Runicznej Stali
T7_METALBAR_LEVEL3@3,Wyjątkowa Sztabka Meteorytowej Stali
T8_METALBAR_LEVEL3@3,Wyjątkowa Sztabka Adamantytowej Stali
T2_LEATHER,Sztywna Skóra
T3_LEATHER,Gruba Skóra
T4_LEATHER,Znoszona Skóra
T5_LEATHER,Suszona Skóra
T6_LEATHER,Utwardzona Skóra
T7_LEATHER,Wzmocniona Skóra
T8_LEATHER,Zahartowana Skóra
T4_LEATHER_LEVEL1@1,Niepospolita Znoszona Skóra
T5_LEATHER_LEVEL1@1,Niepospolita Suszona Skóra
T6_LEATHER_LEVEL1@1,Niepospolita Utwardzona Skóra
T7_LEATHER_LEVEL1@1,Niepospolita Wzmocniona Skóra
T8_LEATHER_LEVEL1@1,Niepospolita Zahartowana Skóra
T4_LEATHER_LEVEL2@2,Rzadka Znoszona Skóra
T5_LEATHER_LEVEL2@2,Rzadka Suszona Skóra
T6_LEATHER_LEVEL2@2,Rzadka Utwardzona Skóra
T7_LEATHER_LEVEL2@2,Rzadka Wzmocniona Skóra
T8_LEATHER_LEVEL2@2,Rzadka Zahartowana Skóra
T4_LEATHER_LEVEL3@3,Wyjątkowa Znoszona Skóra
T5_LEATHER_LEVEL3@3,Wyjątkowa Suszona Skóra
T6_LEATHER_LEVEL3@3,Wyjątkowa Utwardzona Skóra
T7_LEATHER_LEVEL3@3,Wyjątkowa Wzmocniona Skóra
T8_LEATHER_LEVEL3@3,Wyjątkowa Zahartowana Skóra
T2_CLOTH,Prosta Tkanina
T3_CLOTH,Czysta Tkanina
T4_CLOTH,Dobra Tkanina
T5_CLOTH,Ozdobna Tkanina
T6_CLOTH,Bogata Tkanina
T7_CLOTH,Wykwintna Tkanina
T8_CLOTH,Barokowa Tkanina
T4_CLOTH_LEVEL1@1,Niepospolita Dobra Tkanina
T5_CLOTH_LEVEL1@1,Niepospolita Ozdobna Tkanina
T6_CLOTH_LEVEL1@1,Niepospolita Bogata Tkanina
T7_CLOTH_LEVEL1@1,Niepospolita Wykwintna Tkanina
T8_CLOTH_LEVEL1@1,Niepospolita Barokowa Tkanina
T4_CLOTH_LEVEL2@2,Rzadka Dobra Tkanina
T5_CLOTH_LEVEL2@2,Rzadka Ozdobna Tkanina
T6_CLOTH_LEVEL2@2,Rzadka Bogata Tkanina
T7_CLOTH_LEVEL2@2,Rzadka Wykwintna Tkanina
T8_CLOTH_LEVEL2@2,Rzadka Barokowa Tkanina
T4_CLOTH_LEVEL3@3,Wyjątkowa Dobra Tkanina
T5_CLOTH_LEVEL3@3,Wyjątkowa Ozdobna Tkanina
T6_CLOTH_LEVEL3@3,Wyjątkowa Bogata Tkanina
T7_CLOTH_LEVEL3@3,Wyjątkowa Wykwintna Tkanina
T8_CLOTH_LEVEL3@3,Wyjątkowa Barokowa Tkanina
T4_ARTEFACT_2H_ARCANESTAFF_HELL,Okultystyczna Kula Adepta
T4_ARTEFACT_2H_BOW_HELL,Demoniczne Groty Adepta
T4_ARTEFACT_2H_BOW_KEEPER,Rzeźbiona Kość Adepta
T4_ARTEFACT_2H_CLEAVER_HELL,Demoniczne Ostrze Adepta
T4_ARTEFACT_2H_COMBATSTAFF_MORGANA,Wzmocniona Żerdź Morgany Adepta
T4_ARTEFACT_2H_CROSSBOWLARGE_MORGANA,Bełty Uroku Adepta
T4_ARTEFACT_2H_CURSEDSTAFF_MORGANA,Wykuty w Krwi Katalizator Adepta
T5_ARTEFACT_2H_CURSEDSTAFF_MORGANA,Wykuty w Krwi Katalizator Znawcy
T6_ARTEFACT_2H_CURSEDSTAFF_MORGANA,Wykuty w Krwi Katalizator Mistrza
T7_ARTEFACT_2H_CURSEDSTAFF_MORGANA,Wykuty w Krwi Katalizator Wszechmistrza
T8_ARTEFACT_2H_CURSEDSTAFF_MORGANA,Wykuty w Krwi Katalizator Starszego
T4_ARTEFACT_2H_DUALAXE_KEEPER,Głowice Topora Stróża Adepta
T4_ARTEFACT_2H_DUALCROSSBOW_HELL,Piekielne Bełty Adepta
T4_ARTEFACT_2H_DUALHAMMER_HELL,Piekielne Obuchy Młota Adepta
T4_ARTEFACT_2H_DUALSCIMITAR_UNDEAD,Przeklęte Ostrza Adepta
T4_ARTEFACT_2H_DUALSICKLE_UNDEAD,Koszmarne Ostrza Adepta
T4_ARTEFACT_2H_ENIGMATICORB_MORGANA,Opętany Katalizator Adepta
T4_ARTEFACT_2H_FIRESTAFF_HELL,Płonąca Kula Adepta
T4_ARTEFACT_2H_HALBERD_MORGANA,Głownia Halabardy Morgany Adepta
T4_ARTEFACT_2H_HAMMER_UNDEAD,Starożytny Obuch Młota Adepta
T4_ARTEFACT_2H_HARPOON_HELL,Infernalny Grot Harpuna Adepta
T4_ARTEFACT_MAIN_HOLYSTAFF_MORGANA,Opętany Zwój Adepta
T4_ARTEFACT_2H_HOLYSTAFF_HELL,Infernalny Zwój Adepta
T4_ARTEFACT_2H_HOLYSTAFF_UNDEAD,Koszmarny Zwój Adepta
T4_ARTEFACT_2H_ICECRYSTAL_UNDEAD,Przeklęty Zamrożony Kryształ Adepta
T4_ARTEFACT_2H_ICEGAUNTLETS_HELL,Soplowa Kula Adepta
T4_ARTEFACT_2H_INFERNOSTAFF_MORGANA,Bezbożny Zwój Adepta
T4_ARTEFACT_2H_IRONGAUNTLETS_HELL,Czarna Skóra Adepta
T4_ARTEFACT_2H_LONGBOW_UNDEAD,Koszmarne Strzały Adepta
T4_ARTEFACT_2H_MACE_MORGANA,Nasycona Głowica Buzdyganu Adepta
T4_ARTEFACT_2H_NATURESTAFF_HELL,Symbol Plagi Adepta
T4_ARTEFACT_2H_NATURESTAFF_KEEPER,Zachowany Bal Adepta
T4_ARTEFACT_2H_RAM_KEEPER,Grawerowany Bal Adepta
T4_ARTEFACT_2H_REPEATINGCROSSBOW_UNDEAD,Zagubiony Mechanizm Kuszy Adepta
T4_ARTEFACT_2H_ROCKSTAFF_KEEPER,Zachowane Kamienie Adepta
T4_ARTEFACT_2H_SKULLORB_HELL,Przeklęta Żuchwa Adepta
T4_ARTEFACT_2H_TRIDENT_UNDEAD,Przeklęte Zadziory Adepta
T4_ARTEFACT_2H_TWINSCYTHE_HELL,Para Piekielnych Ostrzy Kosy Adepta
T4_ARTEFACT_MAIN_ARCANESTAFF_UNDEAD,Zagubiony Tajemny Kryształ Adepta
T4_ARTEFACT_MAIN_CURSEDSTAFF_UNDEAD,Zagubiony Przeklęty Kryształ Adepta
T4_ARTEFACT_MAIN_FIRESTAFF_KEEPER,Kula Dzikiego Ognia Adepta
T4_ARTEFACT_MAIN_FROSTSTAFF_KEEPER,Kula Szronu Adepta
T4_ARTEFACT_MAIN_MACE_HELL,Głowica Infernalnego Buzdyganu Adepta
T4_ARTEFACT_MAIN_NATURESTAFF_KEEPER,Druidyczne Inskrypcje Adepta
T4_ARTEFACT_MAIN_RAPIER_MORGANA,Wzmocnione Foible Adepta
T4_ARTEFACT_MAIN_ROCKMACE_KEEPER,Kamień Runiczny Adepta
T4_ARTEFACT_MAIN_SCIMITAR_MORGANA,Wykute w Krwi Ostrze Adepta
T4_ARTEFACT_MAIN_SPEAR_KEEPER,Grot Włóczni Stróża Adepta
T5_ARTEFACT_2H_ARCANESTAFF_HELL,Okultystyczna Kula Znawcy
T5_ARTEFACT_2H_BOW_HELL,Demoniczne Groty Znawcy
T5_ARTEFACT_2H_BOW_KEEPER,Rzeźbiona Kość Znawcy
T5_ARTEFACT_2H_CLEAVER_HELL,Demoniczne Ostrze Znawcy
T5_ARTEFACT_2H_COMBATSTAFF_MORGANA,Wzmocniona Żerdź Morgany Znawcy
T5_ARTEFACT_2H_CROSSBOWLARGE_MORGANA,Bełty Uroku Znawcy
T5_ARTEFACT_2H_DUALAXE_KEEPER,Głowice Topora Stróża Znawcy
T5_ARTEFACT_2H_DUALCROSSBOW_HELL,Piekielne Bełty Znawcy
T5_ARTEFACT_2H_DUALHAMMER_HELL,Piekielne Obuchy Młota Znawcy
T5_ARTEFACT_2H_DUALSCIMITAR_UNDEAD,Przeklęte Ostrza Znawcy
T5_ARTEFACT_2H_DUALSICKLE_UNDEAD,Koszmarne Ostrza Znawcy
T5_ARTEFACT_2H_ENIGMATICORB_MORGANA,Opętany Katalizator Znawcy
T5_ARTEFACT_2H_FIRESTAFF_HELL,Płonąca Kula Znawcy
T5_ARTEFACT_2H_HALBERD_MORGANA,Głownia Halabardy Morgany Znawcy
T5_ARTEFACT_2H_HAMMER_UNDEAD,Starożytny Obuch Młota Znawcy
T5_ARTEFACT_2H_HARPOON_HELL,Infernalny Grot Harpuna Znawcy
T5_ARTEFACT_MAIN_HOLYSTAFF_MORGANA,Opętany Zwój Znawcy
T5_ARTEFACT_2H_HOLYSTAFF_HELL,Infernalny Zwój Znawcy
T5_ARTEFACT_2H_HOLYSTAFF_UNDEAD,Koszmarny Zwój Znawcy
T5_ARTEFACT_2H_ICECRYSTAL_UNDEAD,Przeklęty Zamrożony Kryształ Znawcy
T5_ARTEFACT_2H_ICEGAUNTLETS_HELL,Soplowa Kula Znawcy
T5_ARTEFACT_2H_INFERNOSTAFF_MORGANA,Bezbożny Zwój Znawcy
T5_ARTEFACT_2H_IRONGAUNTLETS_HELL,Czarna Skóra Znawcy
T5_ARTEFACT_2H_LONGBOW_UNDEAD,Koszmarne Strzały Znawcy
T5_ARTEFACT_2H_MACE_MORGANA,Nasycona Głowica Buzdyganu Znawcy
T5_ARTEFACT_2H_NATURESTAFF_HELL,Symbol Plagi Znawcy
T5_ARTEFACT_2H_NATURESTAFF_KEEPER,Zachowany Bal Znawcy
T5_ARTEFACT_2H_RAM_KEEPER,Grawerowany Bal Znawcy
T5_ARTEFACT_2H_REPEATINGCROSSBOW_UNDEAD,Zagubiony Mechanizm Kuszy Znawcy
T5_ARTEFACT_2H_ROCKSTAFF_KEEPER,Zachowane Kamienie Znawcy
T4_ARTEFACT_2H_SCYTHE_HELL,Piekielne Ostrze Kosy Adepta
T5_ARTEFACT_2H_SCYTHE_HELL,Piekielne Ostrze Kosy Znawcy
T6_ARTEFACT_2H_SCYTHE_HELL,Piekielne Ostrze Kosy Mistrza
T7_ARTEFACT_2H_SCYTHE_HELL,Piekielne Ostrze Kosy Wszechmistrza
T8_ARTEFACT_2H_SCYTHE_HELL,Piekielne Ostrze Kosy Starszego
T5_ARTEFACT_2H_SKULLORB_HELL,Przeklęta Żuchwa Znawcy
T5_ARTEFACT_2H_TRIDENT_UNDEAD,Przeklęte Zadziory Znawcy
T5_ARTEFACT_2H_TWINSCYTHE_HELL,Para Piekielnych Ostrzy Kosy Znawcy
T5_ARTEFACT_MAIN_ARCANESTAFF_UNDEAD,Zagubiony Tajemny Kryształ Znawcy
T5_ARTEFACT_MAIN_CURSEDSTAFF_UNDEAD,Zagubiony Przeklęty Kryształ Znawcy
T5_ARTEFACT_MAIN_FIRESTAFF_KEEPER,Kula Dzikiego Ognia Znawcy
T5_ARTEFACT_MAIN_FROSTSTAFF_KEEPER,Kula Szronu Znawcy
T5_ARTEFACT_MAIN_MACE_HELL,Głowica Infernalnego Buzdyganu Znawcy
T5_ARTEFACT_MAIN_NATURESTAFF_KEEPER,Druidyczne Inskrypcje Znawcy
T5_ARTEFACT_MAIN_RAPIER_MORGANA,Wzmocnione Foible Znawcy
T5_ARTEFACT_MAIN_ROCKMACE_KEEPER,Kamień Runiczny Znawcy
T5_ARTEFACT_MAIN_SCIMITAR_MORGANA,Wykute w Krwi Ostrze Znawcy
T5_ARTEFACT_MAIN_SPEAR_KEEPER,Grot Włóczni Stróża Znawcy
T6_ARTEFACT_2H_ARCANESTAFF_HELL,Okultystyczna Kula Mistrza
T6_ARTEFACT_2H_BOW_HELL,Demoniczne Groty Mistrza
T6_ARTEFACT_2H_BOW_KEEPER,Rzeźbiona Kość Mistrza
T6_ARTEFACT_2H_CLEAVER_HELL,Demoniczne Ostrze Mistrza
T6_ARTEFACT_2H_COMBATSTAFF_MORGANA,Wzmocniona Żerdź Morgany Mistrza
T6_ARTEFACT_2H_CROSSBOWLARGE_MORGANA,Bełty Uroku Mistrza
T6_ARTEFACT_2H_DUALAXE_KEEPER,Głowice Topora Stróża Mistrza
T6_ARTEFACT_2H_DUALCROSSBOW_HELL,Piekielne Bełty Mistrza
T6_ARTEFACT_2H_DUALHAMMER_HELL,Piekielne Obuchy Młota Mistrza
T6_ARTEFACT_2H_DUALSCIMITAR_UNDEAD,Przeklęte Ostrza Mistrza
T6_ARTEFACT_2H_DUALSICKLE_UNDEAD,Koszmarne Ostrza Mistrza
T6_ARTEFACT_2H_ENIGMATICORB_MORGANA,Opętany Katalizator Mistrza
T6_ARTEFACT_2H_FIRESTAFF_HELL,Płonąca Kula Mistrza
T6_ARTEFACT_2H_HALBERD_MORGANA,Głownia Halabardy Morgany Mistrza
T6_ARTEFACT_2H_HAMMER_UNDEAD,Starożytny Obuch Młota Mistrza
T6_ARTEFACT_2H_HARPOON_HELL,Infernalny Grot Harpuna Mistrza
T6_ARTEFACT_MAIN_HOLYSTAFF_MORGANA,Opętany Zwój Mistrza
T6_ARTEFACT_2H_HOLYSTAFF_HELL,Infernalny Zwój Mistrza
T6_ARTEFACT_2H_HOLYSTAFF_UNDEAD,Koszmarny Zwój Mistrza
T6_ARTEFACT_2H_ICECRYSTAL_UNDEAD,Przeklęty Zamrożony Kryształ Mistrza
T6_ARTEFACT_2H_ICEGAUNTLETS_HELL,Soplowa Kula Mistrza
T6_ARTEFACT_2H_INFERNOSTAFF_MORGANA,Bezbożny Zwój Mistrza
T6_ARTEFACT_2H_IRONGAUNTLETS_HELL,Czarna Skóra Mistrza
T6_ARTEFACT_2H_LONGBOW_UNDEAD,Koszmarne Strzały Mistrza
T6_ARTEFACT_2H_MACE_MORGANA,Nasycona Głowica Buzdyganu Mistrza
T6_ARTEFACT_2H_NATURESTAFF_HELL,Symbol Plagi Mistrza
T6_ARTEFACT_2H_NATURESTAFF_KEEPER,Zachowany Bal Mistrza
T6_ARTEFACT_2H_RAM_KEEPER,Grawerowany Bal Mistrza
T6_ARTEFACT_2H_REPEATINGCROSSBOW_UNDEAD,Zagubiony Mechanizm Kuszy Mistrza
T6_ARTEFACT_2H_ROCKSTAFF_KEEPER,Zachowane Kamienie Mistrza
T6_ARTEFACT_2H_SKULLORB_HELL,Przeklęta Żuchwa Mistrza
T6_ARTEFACT_2H_TRIDENT_UNDEAD,Przeklęte Zadziory Mistrza
T6_ARTEFACT_2H_TWINSCYTHE_HELL,Para Piekielnych Ostrzy Kosy Mistrza
T6_ARTEFACT_MAIN_ARCANESTAFF_UNDEAD,Zagubiony Tajemny Kryształ Mistrza
T6_ARTEFACT_MAIN_CURSEDSTAFF_UNDEAD,Zagubiony Przeklęty Kryształ Mistrza
T6_ARTEFACT_MAIN_FIRESTAFF_KEEPER,Kula Dzikiego Ognia Mistrza
T6_ARTEFACT_MAIN_FROSTSTAFF_KEEPER,Kula Szronu Mistrza
T6_ARTEFACT_MAIN_MACE_HELL,Głowica Infernalnego Buzdyganu Mistrza
T6_ARTEFACT_MAIN_NATURESTAFF_KEEPER,Druidyczne Inskrypcje Mistrza
T6_ARTEFACT_MAIN_RAPIER_MORGANA,Wzmocnione Foible Mistrza
T6_ARTEFACT_MAIN_ROCKMACE_KEEPER,Kamień Runiczny Mistrza
T6_ARTEFACT_MAIN_SCIMITAR_MORGANA,Wykute w Krwi Ostrze Mistrza
T6_ARTEFACT_MAIN_SPEAR_KEEPER,Grot Włóczni Stróża Mistrza
